Index;Flipped
263;N
17;N
116;N
227;N
158;N
242;N
128;N
149;N
85;N
101;Y
31;N
105;Y
165;N
206;N
51;N
114;N
32;N
221;N
55;Y
63;N
110;Y
15;N
99;Y
30;N
170;N
129;N
160;N
154;N
8;N
262;N
219;N
90;N
228;N
175;N
239;N
150;N
79;Y
181;Y
6;N
127;N
14;N
198;N
98;N
207;N
146;N
74;N
163;N
23;N
67;N
69;N
241;N
212;N
87;N
142;N
243;N
93;Y
91;N
182;N
195;N
57;N
109;Y
4;N
176;Y
220;N
9;N
238;N
140;N
136;N
174;N
231;N
193;N
44;N
132;N
218;N
100;N
38;N
257;N
222;N
209;N
72;Y
147;N
214;Y
70;N
130;N
155;Y
253;N
205;N
62;N
80;Y
3;N
190;N
226;N
236;N
58;N
229;Y
248;N
213;Y
28;N
83;N
183;N
159;N
39;N
256;N
121;N
81;N
103;Y
201;N
224;N
180;N
21;N
269;Y
22;N
89;N
61;N
19;N
225;N
12;N
108;N
157;N
191;N
261;N
124;Y
5;N
102;Y
245;N
189;N
46;N
59;N
223;N
186;N
7;N
68;N
156;N
167;N
237;N
199;N
34;N
251;Y
40;Y
138;N
171;Y
76;N
112;Y
56;N
259;N
125;Y
164;N
95;Y
135;N
20;N
192;N
37;Y
43;N
123;N
88;N
188;Y
27;N
208;N
131;N
204;N
75;N
196;Y
161;N
33;Y
211;Y
106;Y
137;N
35;N
179;N
104;Y
1;N
215;N
122;N
111;N
144;N
266;Y
258;Y
29;N
255;N
82;N
143;N
168;Y
11;Y
162;N
240;N
151;N
26;N
202;Y
246;Y
210;Y
153;N
244;N
169;N
247;Y
113;N
73;N
185;N
65;N
119;N
172;N
216;N
54;N
53;N
