Index;Flipped
193;N
191;N
97;N
56;N
225;N
264;N
25;N
166;Y
197;N
99;N
43;Y
27;N
176;Y
220;N
227;Y
106;N
67;Y
79;N
4;N
207;N
163;N
2;Y
226;N
158;N
124;N
140;N
141;N
269;N
266;N
38;N
18;N
241;N
102;N
82;Y
260;N
215;N
109;N
45;N
65;N
63;N
131;N
153;N
119;Y
267;N
60;N
257;N
145;N
108;N
214;N
242;N
202;Y
98;N
33;N
35;N
81;Y
75;Y
105;N
194;Y
160;N
66;N
26;N
85;N
136;N
51;Y
205;N
232;N
89;N
73;N
170;N
88;N
55;N
137;N
6;N
68;N
31;N
96;N
42;Y
179;N
172;N
224;N
246;Y
143;N
237;N
1;N
49;N
95;N
268;Y
162;N
110;Y
171;N
249;Y
177;N
5;N
222;N
186;N
78;N
201;N
112;Y
238;N
133;N
17;N
231;N
12;N
93;N
204;N
61;N
159;N
80;Y
169;Y
8;N
139;Y
248;N
234;N
123;N
174;N
270;N
91;N
126;N
223;N
9;N
148;Y
13;N
14;N
188;N
217;N
168;Y
167;N
87;N
251;N
230;N
90;N
10;N
48;N
144;Y
150;N
135;Y
84;N
92;N
34;N
239;N
52;Y
233;N
155;Y
121;N
203;N
111;Y
41;N
74;N
213;N
265;Y
173;N
122;N
164;N
115;N
58;N
151;N
200;N
152;Y
184;Y
86;N
104;Y
254;N
16;N
181;Y
221;N
11;N
256;N
138;N
258;N
187;N
192;N
50;N
40;N
245;N
198;N
77;N
229;Y
146;N
114;N
130;N
190;N
32;N
21;Y
72;Y
209;Y
94;Y
57;N
180;N
47;Y
29;N
253;N
128;N
252;N
22;N
7;Y
71;N
3;N
83;N
15;N
46;N
120;Y
147;N
62;N
