Index;Flipped
82;N
217;N
210;Y
85;N
157;N
165;N
57;N
266;Y
65;Y
152;N
99;N
144;N
18;Y
69;N
238;N
242;N
261;N
171;Y
151;N
37;N
202;N
12;N
77;N
153;N
177;N
182;N
199;N
163;N
112;Y
156;N
135;N
231;Y
74;N
265;N
245;N
17;Y
83;N
180;N
213;N
103;N
126;N
143;N
121;Y
39;N
46;N
59;N
170;N
116;N
255;Y
168;N
22;N
81;N
29;N
2;N
27;N
220;N
90;Y
194;N
31;N
252;N
20;Y
75;N
191;Y
79;N
267;N
63;N
207;N
244;N
185;Y
66;N
192;N
38;N
73;N
93;N
243;N
105;N
226;Y
70;N
3;N
87;N
119;Y
166;N
113;N
4;N
48;N
129;N
227;Y
110;Y
86;N
190;N
188;Y
257;N
76;N
122;N
56;N
132;N
208;N
7;Y
101;N
136;N
195;N
146;N
235;N
53;Y
148;N
158;N
71;Y
174;N
52;N
33;N
239;N
124;N
253;N
100;N
21;Y
25;Y
228;N
270;N
138;N
241;N
264;N
5;Y
14;N
212;N
162;N
133;N
179;Y
120;N
55;N
234;N
268;N
125;N
221;Y
150;Y
204;Y
250;N
240;N
181;N
154;Y
251;N
215;N
32;N
230;N
15;N
205;Y
223;N
149;N
8;N
218;N
88;Y
139;N
35;N
47;N
24;N
106;N
209;N
104;N
62;N
19;N
134;N
6;N
128;N
258;N
167;N
23;N
145;N
259;N
9;N
108;N
211;N
193;N
91;Y
229;N
260;N
13;N
247;N
28;N
216;N
189;N
256;N
51;N
72;N
102;Y
201;N
41;Y
224;Y
10;N
269;N
60;N
80;N
137;N
141;N
164;N
30;N
214;N
58;N
50;Y
45;N
34;N
169;Y
40;N
78;N
107;N
