Index;Flipped
568;N
136;N
438;N
355;N
397;N
723;N
719;N
426;N
24;N
375;Y
126;N
454;N
673;Y
284;N
751;N
626;N
321;N
707;N
699;N
721;Y
561;N
21;N
532;Y
521;Y
289;N
512;N
662;N
324;N
226;Y
528;N
223;N
427;Y
346;N
243;N
191;N
466;N
425;N
570;N
629;N
231;N
337;N
94;N
424;N
537;N
401;N
291;N
146;Y
214;N
196;Y
507;N
692;N
750;N
315;N
257;Y
544;Y
612;N
606;N
130;N
576;N
187;N
469;N
435;Y
693;N
73;N
174;Y
554;N
450;N
517;N
493;N
109;N
327;N
717;N
742;Y
461;Y
236;N
100;N
344;N
131;N
128;Y
390;N
341;N
353;N
407;N
564;N
134;N
627;N
754;N
713;N
429;N
616;N
680;N
301;N
74;N
332;N
735;N
733;Y
222;N
519;N
7;N
684;N
206;N
162;N
43;N
164;Y
306;N
135;N
377;N
320;N
443;N
496;N
420;N
650;N
395;N
388;N
322;N
111;N
549;N
696;N
267;Y
538;N
633;N
114;Y
247;Y
704;N
431;N
567;N
240;N
758;N
575;N
729;N
506;N
299;Y
492;N
184;N
510;N
678;N
761;Y
560;N
734;Y
13;N
417;Y
165;N
463;N
479;N
539;N
207;N
378;N
5;Y
253;N
635;N
557;N
285;N
569;N
67;N
624;N
654;N
698;N
548;N
592;N
125;N
511;N
660;N
697;Y
121;N
61;N
200;N
33;Y
724;N
78;N
219;Y
358;Y
157;N
233;N
54;N
710;N
295;N
51;N
411;N
95;N
244;N
618;N
625;N
97;N
579;N
391;N
19;N
153;N
154;N
589;N
116;N
504;Y
414;Y
354;N
25;N
148;N
47;N
181;N
316;N
155;N
351;N
77;N
667;N
664;Y
434;N
141;N
85;N
333;N
360;N
422;Y
409;N
494;N
275;Y
81;N
598;N
503;N
763;N
356;N
670;N
644;N
274;N
594;N
28;N
124;N
224;N
478;Y
607;Y
123;N
460;N
533;N
72;N
27;N
238;N
58;Y
403;N
468;N
505;N
363;N
87;Y
453;N
245;N
217;Y
656;N
623;N
302;N
168;N
515;Y
218;N
151;N
490;Y
259;N
139;N
587;N
101;Y
23;Y
18;N
239;N
736;N
367;N
744;N
293;N
484;N
611;N
483;Y
307;N
45;N
691;N
192;N
470;N
272;N
88;N
672;Y
103;N
317;N
152;N
613;N
402;Y
593;N
352;N
281;N
178;Y
225;N
456;N
91;N
737;N
695;N
127;Y
415;N
68;N
636;N
64;N
621;N
442;N
404;Y
300;N
208;Y
212;N
609;Y
485;N
687;N
195;Y
150;N
22;Y
251;N
234;N
370;N
278;N
227;N
433;N
80;N
57;Y
614;N
405;Y
641;N
583;N
471;Y
464;N
552;N
17;N
530;N
714;N
481;N
748;N
555;N
387;Y
79;N
578;N
326;N
732;N
542;N
167;N
263;N
37;N
362;Y
365;Y
93;N
250;N
630;N
189;Y
760;Y
331;Y
280;N
119;Y
475;N
465;Y
62;N
254;N
571;N
149;N
241;N
558;Y
646;N
102;Y
343;N
722;N
31;N
216;N
213;N
448;N
86;N
529;Y
169;Y
215;N
242;N
767;N
237;N
518;N
41;N
651;N
718;N
286;N
480;N
270;N
105;N
312;N
432;N
525;N
129;N
765;N
669;N
447;N
262;N
685;N
297;N
487;N
170;N
600;N
143;N
709;N
287;N
676;N
52;N
416;Y
349;N
700;N
643;Y
359;N
198;Y
726;Y
120;N
185;N
330;Y
232;Y
551;N
706;N
452;N
677;N
608;N
661;N
171;N
44;N
339;N
260;N
40;N
190;N
294;N
338;N
590;N
508;N
30;N
491;N
211;N
762;Y
637;N
369;N
703;Y
34;N
430;N
283;N
118;N
520;N
36;N
455;N
652;N
499;N
457;N
71;N
371;Y
536;N
182;N
566;N
488;Y
498;N
743;Y
679;N
495;N
96;N
276;N
98;N
144;N
160;N
473;N
282;N
582;Y
256;N
640;N
489;N
325;N
230;N
603;Y
756;N
345;N
639;N
746;N
32;N
683;N
580;N
513;Y
66;N
749;N
728;N
759;N
269;N
26;N
418;N
766;N
290;N
689;N
305;N
108;N
604;N
649;N
522;Y
467;N
634;N
266;N
2;N
396;Y
574;Y
63;N
271;N
188;N
49;Y
334;Y
376;Y
423;Y
90;N
65;N
674;N
264;N
84;N
437;N
449;N
303;Y
220;Y
413;N
421;N
75;N
439;N
304;N
199;N
500;Y
730;N
472;N
436;Y
117;N
38;N
249;N
384;Y
292;N
235;N
550;N
159;Y
328;N
563;N
380;N
175;N
203;N
83;N
210;N
725;N
545;N
277;N
229;N
385;N
597;N
336;N
446;Y
60;N
209;Y
747;N
3;N
531;N
602;N
653;N
668;N
12;Y
400;N
279;N
318;N
158;N
477;N
428;N
110;N
273;N
373;N
166;N
752;N
386;N
29;N
547;N
179;Y
705;Y
527;Y
392;N
394;N
201;N
296;N
381;N
248;N
655;N
591;Y
458;N
688;N
261;N
553;N
441;N
