Index;Flipped
208;N
367;Y
286;N
611;Y
521;N
1;N
264;Y
365;N
27;Y
461;N
159;N
515;Y
391;N
422;Y
191;N
463;Y
737;N
512;N
368;N
272;N
10;Y
762;N
41;N
450;N
323;N
467;Y
228;N
400;Y
24;Y
192;Y
3;N
282;N
722;N
387;N
217;N
74;N
681;N
648;Y
472;N
390;N
717;Y
486;N
277;N
254;N
446;N
190;N
633;N
431;N
556;N
539;N
477;Y
756;N
415;N
44;N
684;N
103;N
79;N
466;N
110;Y
436;N
280;N
199;Y
327;Y
456;Y
347;N
437;N
759;N
524;N
578;N
101;N
470;N
740;N
650;N
594;N
434;N
575;N
139;N
704;N
677;N
610;N
511;N
186;N
403;N
448;N
109;N
405;N
302;N
195;N
67;N
376;N
270;N
209;Y
354;N
158;N
299;N
592;N
609;N
201;N
570;N
78;N
312;N
206;N
520;N
453;N
77;N
245;N
291;N
131;Y
64;N
459;N
308;N
340;N
9;N
346;N
730;Y
622;N
507;N
591;N
89;N
229;Y
174;N
409;N
564;Y
352;Y
325;N
687;N
750;N
715;N
55;N
719;Y
188;N
441;Y
226;N
673;N
80;N
307;N
252;N
679;N
566;N
249;N
683;N
557;N
167;Y
49;N
85;N
584;Y
343;N
664;N
337;N
538;N
580;N
709;N
363;N
90;N
82;N
572;N
99;N
150;N
344;N
26;N
303;N
433;N
644;N
86;N
710;N
738;Y
333;Y
154;N
534;N
248;N
138;N
255;Y
236;Y
661;N
105;N
530;N
324;Y
647;Y
102;N
305;N
242;Y
445;N
670;Y
423;N
621;N
230;N
374;N
724;N
212;N
345;Y
350;N
546;Y
284;N
623;N
620;N
517;N
757;N
424;Y
88;N
550;N
114;Y
536;N
711;Y
752;N
388;Y
510;N
600;N
22;N
509;N
83;N
499;N
232;N
268;N
471;Y
373;N
146;N
256;N
335;Y
413;N
605;N
147;N
76;N
227;N
235;N
60;Y
72;Y
28;N
491;N
574;Y
761;N
127;N
181;N
660;Y
657;N
43;N
585;N
382;N
176;N
353;N
504;N
98;Y
553;N
561;N
480;N
161;N
33;N
522;N
193;N
748;N
385;N
528;N
66;Y
716;N
617;N
326;N
317;N
349;N
631;N
117;Y
63;N
723;N
503;N
613;N
11;N
197;N
551;N
278;N
526;N
689;Y
401;N
357;N
221;N
753;N
701;N
36;N
484;N
48;N
31;N
475;N
465;N
682;N
666;N
265;N
493;N
177;N
562;N
149;N
198;N
281;N
351;Y
173;N
655;N
727;N
451;N
694;N
541;N
237;N
630;Y
432;N
763;N
725;N
29;N
148;N
690;N
379;Y
336;N
638;N
151;N
203;Y
38;N
310;N
418;N
733;N
332;N
667;N
497;N
671;N
328;N
573;N
145;Y
417;N
569;N
225;N
297;N
215;N
494;N
185;Y
473;Y
108;N
705;N
135;N
563;Y
283;N
452;N
464;N
542;N
300;Y
478;N
377;Y
411;N
129;N
688;N
455;Y
395;N
51;N
646;N
668;N
95;N
182;Y
13;N
2;Y
576;N
298;N
35;N
742;Y
768;Y
420;Y
12;N
531;N
46;Y
137;N
52;N
543;N
163;N
554;N
348;N
514;N
61;Y
260;N
178;N
96;N
607;N
18;N
444;N
293;N
529;N
697;Y
597;N
460;N
47;N
649;N
548;N
612;N
112;N
321;N
608;N
513;N
392;N
635;N
398;N
485;Y
216;N
728;Y
244;N
545;N
20;N
755;N
629;N
568;N
595;N
274;N
267;N
239;N
474;N
166;N
314;N
571;N
54;N
5;Y
488;Y
100;N
537;N
614;N
525;N
615;Y
81;N
381;N
744;N
601;N
406;N
749;Y
676;N
428;N
544;N
359;N
686;N
247;N
68;Y
652;N
311;N
330;Y
731;N
259;N
476;Y
604;N
735;N
224;N
458;N
393;N
220;N
696;N
233;N
342;N
438;N
222;N
157;N
632;N
334;Y
559;N
721;N
375;N
634;N
708;Y
84;N
6;N
404;N
123;N
462;N
196;N
743;N
53;N
370;N
250;N
706;N
7;N
492;N
720;N
234;N
87;N
218;N
435;N
118;Y
121;N
316;N
639;Y
656;N
243;Y
319;N
30;N
366;Y
579;N
241;N
426;N
194;N
164;N
739;Y
16;N
306;N
567;N
19;N
315;N
643;N
40;N
378;Y
501;N
532;N
371;N
698;N
125;N
625;N
490;N
91;Y
168;Y
231;N
588;Y
616;N
56;N
628;N
483;N
495;N
713;N
175;Y
754;Y
107;N
34;N
45;Y
187;N
482;Y
59;Y
389;N
703;N
384;N
619;Y
126;N
707;N
624;N
496;N
602;N
693;N
142;Y
271;N
65;N
122;N
97;N
430;Y
606;N
747;N
765;N
156;N
171;Y
32;Y
258;N
659;N
200;N
120;N
714;N
581;N
599;N
383;N
152;N
92;N
506;N
626;N
386;N
285;N
4;N
675;N
397;Y
678;N
162;N
144;N
143;N
294;Y
341;N
590;N
380;N
726;N
745;Y
124;N
519;N
338;N
369;N
169;N
155;N
440;N
246;Y
