Index;Flipped
217;N
192;Y
460;N
584;N
491;N
175;N
388;Y
355;N
627;N
67;N
301;Y
298;Y
536;Y
588;N
379;N
537;Y
416;N
760;N
548;Y
716;N
461;N
90;N
592;Y
381;N
48;N
50;N
604;N
162;Y
463;N
198;N
135;N
76;N
304;N
674;N
676;N
408;Y
75;N
707;N
393;N
231;N
238;N
225;N
179;N
296;N
534;N
745;N
276;N
573;Y
129;N
342;N
320;N
44;N
383;N
713;N
126;N
747;N
693;N
690;N
212;N
746;Y
614;N
148;N
699;Y
167;N
224;N
391;N
283;N
524;N
430;Y
602;N
645;N
597;N
586;N
728;N
479;N
721;N
732;N
328;Y
752;N
561;Y
196;N
702;Y
191;N
248;N
659;N
274;N
650;N
740;N
525;N
665;N
173;N
661;Y
389;N
124;N
184;N
187;N
181;Y
486;Y
694;Y
11;N
287;N
41;N
403;N
587;N
56;N
243;N
263;N
21;N
482;N
163;N
318;N
250;N
203;N
639;N
140;N
386;Y
305;N
338;N
255;N
395;N
677;N
504;N
376;Y
754;N
324;N
347;N
527;N
576;N
739;Y
660;N
679;N
490;N
17;N
288;N
348;N
768;N
229;N
640;N
475;N
546;N
61;N
240;Y
13;Y
100;N
259;N
709;N
635;N
668;N
265;N
701;N
171;N
506;N
370;N
81;Y
691;N
349;N
435;N
644;N
111;N
95;N
86;Y
542;Y
671;N
558;Y
4;N
329;N
579;N
153;N
651;N
503;N
98;Y
632;Y
352;N
154;N
454;N
237;N
371;N
277;N
315;N
321;N
37;N
299;N
166;N
443;N
456;N
152;Y
74;N
308;N
459;N
687;N
344;N
221;N
722;N
58;N
570;N
446;N
290;N
291;N
444;N
23;N
628;Y
372;Y
736;Y
85;N
244;N
605;N
405;N
119;N
457;N
208;N
128;N
226;N
643;N
563;N
133;Y
749;N
535;N
735;N
256;N
521;N
145;N
282;N
293;Y
116;N
761;N
9;Y
669;N
662;N
47;N
394;N
704;Y
453;N
92;N
409;Y
473;N
249;Y
415;N
160;N
127;N
26;N
406;N
252;N
672;N
236;Y
427;Y
91;Y
345;N
258;Y
180;N
106;N
758;Y
220;N
600;N
653;N
117;N
764;N
539;Y
552;N
678;N
87;N
466;N
144;N
356;N
510;N
312;N
260;N
66;N
596;Y
384;N
583;N
364;N
42;N
254;N
313;N
45;N
714;N
309;N
636;N
620;N
437;N
421;N
223;N
731;N
412;N
611;N
685;N
269;N
567;N
16;N
474;N
201;Y
750;N
413;Y
729;N
658;Y
414;N
505;N
502;N
159;N
689;Y
670;N
407;N
96;N
436;N
619;N
365;Y
170;N
94;N
462;N
559;N
438;Y
695;N
519;N
78;N
696;N
134;Y
3;N
551;N
8;N
139;N
398;N
112;Y
606;N
489;N
242;N
327;N
107;N
323;N
52;N
197;N
577;N
556;N
155;Y
562;Y
569;N
545;N
599;N
724;N
261;N
122;N
216;Y
717;Y
451;N
246;Y
60;N
202;N
40;N
103;Y
39;N
228;N
496;N
478;N
700;N
630;Y
508;N
271;N
590;N
585;N
613;N
497;N
72;N
593;N
149;N
19;N
69;N
382;N
64;N
514;N
99;Y
575;N
483;N
314;N
419;N
741;N
234;Y
273;N
529;Y
719;Y
608;N
720;N
404;N
272;N
14;N
350;N
257;N
544;N
617;Y
168;N
336;N
24;N
110;N
268;Y
401;N
432;N
7;N
737;N
626;N
560;Y
625;N
465;N
161;N
380;N
340;Y
143;N
666;N
205;N
284;N
621;N
286;N
487;Y
511;N
641;N
362;N
310;Y
667;Y
469;N
73;N
80;N
743;N
105;Y
361;N
485;N
30;N
354;N
300;Y
346;Y
185;N
594;N
193;N
77;N
222;N
326;N
316;Y
480;N
337;N
751;N
518;N
123;N
528;N
532;N
211;N
218;N
554;N
637;N
5;N
165;N
20;Y
302;N
245;Y
295;N
710;N
610;Y
598;N
235;N
498;N
375;Y
533;N
756;N
417;N
738;N
657;N
200;N
616;N
516;Y
757;N
334;N
172;N
684;N
137;Y
642;N
374;N
397;N
54;N
215;Y
6;N
449;N
766;N
115;N
341;Y
477;N
431;N
102;Y
32;Y
82;Y
744;Y
589;N
367;N
540;N
633;N
631;N
114;N
688;N
118;N
188;N
571;N
264;N
131;N
183;N
84;N
522;Y
581;N
251;N
595;N
493;N
332;N
723;N
136;Y
351;N
447;N
727;N
686;N
169;N
177;Y
378;N
572;N
369;N
603;N
57;N
373;N
566;Y
711;N
12;N
550;N
71;Y
675;N
426;N
262;N
306;N
49;N
673;N
396;N
513;N
31;N
441;N
471;N
472;N
120;N
65;Y
410;Y
712;N
83;N
601;N
97;Y
464;N
715;N
121;N
281;N
708;Y
194;N
176;N
10;N
547;N
280;N
317;N
607;N
501;Y
568;N
267;N
292;N
455;N
399;N
698;Y
311;Y
331;N
278;N
618;N
509;N
279;N
420;N
303;N
360;N
470;N
156;N
125;N
130;N
190;N
