Index;Flipped
554;N
70;N
693;N
564;Y
147;Y
497;N
106;N
184;N
193;N
714;N
374;N
174;Y
620;N
99;N
633;N
367;N
491;N
718;N
521;Y
353;N
190;N
594;Y
669;N
121;N
535;N
611;N
503;N
625;N
215;Y
20;N
378;N
664;N
158;N
638;N
88;N
498;N
218;N
139;Y
332;N
387;N
196;Y
59;N
331;N
489;N
369;Y
203;N
6;N
435;N
668;N
437;N
262;N
180;N
571;N
214;N
666;N
658;N
377;N
227;N
586;N
234;N
95;N
3;N
637;N
202;N
722;Y
426;N
499;N
709;N
1;N
480;N
495;N
459;N
427;N
674;N
740;N
436;N
635;N
114;N
245;N
689;N
601;N
259;Y
39;Y
297;N
518;N
135;N
323;Y
154;N
659;N
69;N
460;N
283;N
12;N
213;N
31;N
681;N
542;N
448;N
745;N
717;Y
401;N
728;N
41;Y
446;Y
358;N
23;Y
748;N
651;N
189;N
645;N
36;Y
731;N
141;N
343;N
445;N
146;N
534;N
744;N
592;N
60;N
708;N
644;Y
652;N
555;Y
360;N
289;N
394;N
704;N
736;N
183;N
298;N
40;N
347;N
292;N
590;Y
181;N
616;N
587;N
208;N
100;N
455;N
549;N
78;N
684;N
735;N
134;N
683;N
49;N
63;N
698;N
161;N
653;N
110;N
263;N
537;N
204;Y
582;N
553;N
602;N
606;N
734;N
75;N
585;N
482;Y
273;N
159;N
284;N
47;N
83;N
692;N
246;N
17;N
291;N
251;N
35;N
87;N
685;N
415;N
741;N
656;N
333;N
589;N
264;N
520;N
372;N
194;N
631;N
481;Y
623;Y
439;N
240;Y
768;N
556;N
375;N
597;Y
767;N
67;N
570;N
715;N
354;N
763;N
257;Y
474;Y
316;N
454;N
646;N
187;N
568;N
109;Y
314;N
456;Y
136;N
595;N
85;N
128;N
509;N
540;Y
260;N
478;Y
559;N
505;N
265;N
32;N
409;N
405;N
421;N
636;Y
326;N
137;Y
307;N
119;N
675;N
705;Y
359;N
384;N
14;N
584;N
648;N
195;N
342;N
177;N
348;N
488;N
34;Y
226;N
261;Y
695;N
621;N
48;N
209;N
760;N
490;N
173;N
670;Y
172;Y
680;N
598;N
672;N
516;N
522;N
165;N
13;N
167;Y
541;N
338;N
82;N
30;Y
201;Y
2;N
643;Y
657;N
253;N
299;Y
317;N
77;Y
624;N
124;Y
168;N
330;N
707;N
104;N
690;N
725;N
732;N
267;N
25;N
244;N
737;N
539;N
145;N
191;N
363;N
383;N
619;Y
216;Y
212;N
76;N
312;N
721;N
325;N
546;Y
221;N
207;N
487;N
724;Y
438;Y
29;N
293;Y
309;N
679;N
465;N
453;N
519;Y
322;N
44;Y
572;Y
431;N
320;N
336;N
138;N
5;N
224;N
16;N
477;Y
344;N
171;N
663;N
368;N
563;N
319;N
649;N
716;N
18;N
92;N
252;Y
219;N
532;N
162;N
235;Y
697;N
667;N
678;N
461;N
296;N
155;Y
222;N
432;N
255;N
720;N
647;N
117;N
404;N
475;N
425;N
687;Y
588;N
379;N
533;N
739;N
96;N
140;N
449;N
346;Y
270;N
442;Y
402;N
290;N
26;N
424;N
434;N
300;N
275;N
148;N
355;N
249;N
634;N
303;Y
24;N
256;N
254;N
524;N
258;N
94;N
581;N
544;N
512;N
269;N
671;N
21;N
609;N
116;N
414;N
286;N
694;N
105;Y
591;N
236;Y
73;N
192;Y
628;N
665;Y
390;N
324;N
131;N
577;Y
580;Y
156;Y
62;N
337;N
150;N
450;N
71;N
28;N
329;N
466;Y
723;N
91;N
655;N
211;N
56;Y
464;N
515;N
111;N
429;N
176;Y
149;N
112;N
277;N
340;N
356;N
64;N
550;Y
120;N
406;N
755;Y
364;Y
304;N
361;N
318;N
8;N
500;N
61;Y
386;N
151;Y
472;N
507;N
408;N
496;N
395;N
197;Y
523;N
241;N
389;N
380;N
733;N
418;N
610;N
381;N
53;N
752;Y
757;N
510;Y
352;N
334;Y
266;N
701;N
371;N
710;Y
362;N
463;Y
4;Y
46;N
200;N
229;N
613;N
10;Y
617;N
730;Y
130;N
38;N
702;N
272;N
451;N
45;N
72;Y
98;Y
433;N
107;Y
440;N
295;N
58;Y
238;N
310;N
514;N
467;N
279;Y
205;N
206;N
743;N
639;N
761;N
444;N
231;N
52;N
640;N
391;N
198;Y
79;Y
239;N
531;N
629;N
673;N
247;N
186;N
392;N
281;N
33;N
762;N
412;N
396;N
562;N
548;N
349;N
682;N
250;Y
142;N
366;N
583;Y
473;Y
765;N
182;N
691;Y
513;Y
129;N
170;Y
575;N
551;N
508;Y
750;N
759;Y
526;Y
74;N
66;N
754;N
169;N
315;N
15;N
642;N
479;N
569;N
143;N
93;N
416;N
302;N
228;Y
11;N
133;N
493;N
593;N
558;N
274;N
703;N
123;N
237;N
751;N
641;N
80;Y
615;N
660;N
423;N
400;N
447;N
55;N
462;Y
398;N
622;N
