Index;Flipped
104;N
252;N
248;N
204;N
44;Y
237;N
250;N
194;N
86;N
164;N
90;N
116;Y
43;N
147;N
31;N
100;N
222;N
75;Y
85;N
14;N
223;N
151;N
162;N
103;N
246;N
111;N
269;N
30;Y
211;N
243;N
20;Y
214;Y
7;N
2;N
264;N
59;N
199;N
115;N
226;N
169;N
234;Y
209;N
110;N
25;N
186;N
258;N
192;N
185;N
130;N
263;N
8;Y
228;N
227;Y
12;N
49;N
91;Y
10;Y
118;Y
253;N
240;N
176;N
94;Y
146;N
47;N
3;N
201;N
148;Y
107;N
218;Y
188;Y
145;N
17;N
156;Y
52;Y
26;N
149;N
170;N
76;N
27;N
9;N
5;N
203;N
29;N
54;N
221;Y
67;Y
136;N
165;N
126;Y
33;N
112;N
16;Y
265;Y
88;N
217;Y
144;N
187;N
21;N
42;Y
78;N
18;N
68;Y
266;Y
183;N
139;Y
24;N
81;N
175;N
244;N
58;Y
45;Y
142;Y
200;N
84;N
99;N
32;Y
261;Y
129;N
207;N
215;N
97;N
184;Y
251;N
56;N
208;N
22;N
247;N
69;N
40;Y
230;N
239;N
80;N
123;N
181;Y
236;N
158;N
210;Y
6;N
168;N
255;Y
233;Y
178;Y
62;N
160;N
213;N
106;N
36;N
196;N
35;N
171;N
205;N
219;N
161;N
119;N
193;N
172;N
235;Y
167;N
105;N
133;Y
182;N
270;N
41;N
1;N
83;N
257;N
57;N
15;N
114;N
159;N
143;N
140;N
74;N
70;N
153;Y
102;N
55;Y
50;N
73;N
28;N
198;N
259;Y
87;N
96;Y
125;N
254;N
229;N
173;N
138;N
64;N
89;N
134;N
174;N
37;Y
127;N
65;Y
128;N
48;N
262;N
225;N
4;Y
93;N
66;N
