Index;Flipped
105;N
258;N
148;N
53;Y
194;N
100;N
226;N
156;N
101;N
70;Y
130;N
54;Y
25;N
230;N
189;N
49;N
125;N
217;N
180;N
247;N
26;Y
140;N
90;N
15;N
102;Y
98;N
122;N
143;N
160;N
255;N
75;N
68;N
109;N
241;N
221;N
115;N
174;N
171;N
121;Y
142;N
151;N
120;Y
235;Y
42;N
131;N
123;N
17;N
269;N
216;N
81;Y
48;N
243;N
65;N
253;N
209;N
135;N
64;N
219;N
163;N
154;N
195;N
76;N
80;Y
31;N
136;N
236;N
69;N
134;N
203;N
257;N
158;N
164;N
21;N
32;Y
84;N
238;N
201;N
183;N
19;N
166;N
78;N
144;N
270;N
261;Y
184;N
12;N
18;N
185;N
265;N
50;N
114;N
9;N
73;N
248;N
231;Y
103;N
147;N
179;N
173;N
41;N
119;N
113;N
97;N
59;N
27;N
176;N
71;N
44;N
35;N
67;Y
23;N
52;N
92;N
112;Y
10;N
157;N
197;N
225;N
11;N
118;N
85;N
46;N
167;N
205;N
254;N
72;Y
187;Y
87;Y
132;N
234;Y
162;N
5;N
175;N
107;N
213;N
45;N
74;N
111;N
191;N
29;N
129;N
2;Y
128;N
259;N
40;Y
196;N
86;N
262;N
251;N
260;N
99;N
211;N
126;N
79;N
22;N
229;N
190;N
6;N
133;N
16;N
268;Y
146;N
57;Y
242;N
106;N
245;Y
170;N
58;Y
155;N
149;Y
222;N
159;N
38;N
116;N
169;N
137;N
28;Y
55;N
127;N
30;N
232;N
186;N
244;N
56;N
141;N
250;N
181;Y
139;Y
60;N
3;N
165;Y
43;N
63;N
66;N
110;N
4;N
89;N
1;N
20;N
83;N
104;N
61;N
227;N
