Index;Flipped
364;Y
66;N
248;N
695;N
701;N
481;N
365;Y
382;N
389;Y
716;Y
43;N
646;Y
737;N
656;N
200;Y
257;N
406;N
634;N
512;Y
239;N
586;N
76;N
197;N
740;N
401;N
444;N
619;N
22;Y
125;N
472;Y
766;N
110;N
180;N
283;Y
271;Y
438;N
319;N
643;N
136;N
18;N
700;N
107;N
429;N
694;N
179;N
253;N
388;N
123;Y
370;N
360;N
653;N
518;N
672;N
467;N
375;N
696;N
744;N
409;N
226;N
58;N
387;N
296;N
488;N
355;N
208;N
143;N
133;N
648;N
629;N
202;N
174;N
218;Y
734;N
559;N
748;N
359;Y
68;Y
632;N
605;N
412;N
86;N
765;N
116;N
703;N
627;Y
220;N
222;N
162;Y
129;Y
456;N
395;N
291;N
620;N
139;N
604;N
386;Y
623;N
541;N
624;N
449;Y
408;Y
363;N
175;N
565;Y
104;N
105;N
496;N
193;N
230;N
238;Y
187;N
542;N
33;Y
166;N
713;N
442;N
635;N
165;N
654;N
662;Y
158;N
416;N
721;Y
440;N
514;N
216;N
258;N
633;N
600;Y
272;N
473;N
64;N
762;N
491;Y
640;Y
298;Y
458;N
398;N
101;Y
93;N
1;N
568;Y
489;N
679;N
710;N
583;N
367;N
135;Y
117;N
405;Y
428;N
614;N
285;N
657;N
141;N
266;N
622;N
44;N
236;N
692;N
228;N
743;Y
267;N
735;Y
394;N
338;N
652;N
608;N
186;Y
552;N
486;N
686;N
348;N
32;Y
430;N
598;Y
330;N
741;N
587;Y
356;Y
555;N
327;N
353;N
615;N
194;Y
618;N
595;N
742;N
499;N
48;N
712;N
337;Y
378;N
221;N
250;N
683;N
642;N
579;N
294;N
664;N
564;N
392;Y
764;N
61;N
247;N
636;N
30;N
3;N
380;N
460;N
304;N
502;Y
212;N
73;N
431;N
457;N
476;N
610;Y
20;Y
63;N
276;N
138;N
690;N
665;N
309;N
516;N
122;Y
678;N
140;N
732;N
607;N
323;N
322;N
347;Y
9;Y
443;N
333;N
417;Y
708;N
354;Y
755;Y
88;N
603;N
471;N
178;Y
526;N
172;N
677;N
36;N
613;N
99;Y
349;N
523;N
592;Y
344;N
268;N
760;N
176;N
127;N
237;N
537;Y
601;N
108;N
536;N
590;N
717;N
249;Y
21;N
146;N
415;N
287;Y
170;N
421;N
557;N
357;N
616;N
504;N
103;N
571;N
725;N
289;N
329;N
42;N
243;N
426;N
522;N
8;N
192;N
153;Y
517;N
631;Y
290;N
280;N
57;Y
332;N
219;N
384;N
326;Y
402;Y
343;N
321;N
507;N
611;Y
709;N
151;N
569;N
362;N
231;N
256;N
6;N
23;N
714;N
691;N
49;Y
39;N
540;N
397;N
659;Y
420;Y
754;Y
203;N
385;Y
71;N
316;Y
753;N
667;N
160;Y
306;N
98;N
100;N
204;Y
459;N
242;N
234;N
97;N
466;N
508;N
505;N
480;N
689;N
94;N
352;N
676;N
572;Y
641;N
282;N
414;N
718;N
35;Y
693;N
11;N
185;Y
159;N
455;N
28;N
89;N
419;N
224;N
277;N
675;Y
308;N
666;Y
245;Y
24;Y
669;N
493;N
418;N
83;N
121;N
281;Y
77;N
126;N
582;N
5;N
91;N
310;Y
687;N
10;N
699;N
113;Y
264;N
132;Y
95;N
560;Y
525;N
65;N
286;N
396;N
454;N
334;N
558;Y
602;N
13;N
484;N
251;Y
37;N
92;N
164;N
706;N
468;N
80;N
588;N
260;Y
688;N
227;N
279;N
570;Y
67;Y
432;N
400;N
379;N
391;Y
515;N
274;N
144;N
720;N
534;N
733;N
161;Y
225;N
626;N
96;N
747;Y
60;N
345;N
682;N
90;N
684;N
270;N
501;N
448;N
233;N
215;Y
111;N
750;N
422;Y
767;Y
72;N
320;Y
532;Y
630;N
719;N
758;Y
584;N
529;N
335;Y
606;Y
625;N
763;Y
325;N
189;N
350;N
589;N
114;Y
56;Y
577;N
531;N
252;N
184;Y
191;Y
510;N
556;N
293;N
498;N
752;N
702;N
490;N
574;N
199;N
724;N
313;Y
393;N
474;N
638;N
171;N
492;Y
663;N
211;N
425;N
205;Y
149;Y
578;Y
538;N
55;N
530;N
196;Y
201;Y
668;N
450;N
229;N
74;Y
453;N
223;N
2;N
148;Y
300;N
168;Y
711;N
697;N
341;N
749;N
317;N
361;Y
707;N
358;N
410;N
585;Y
299;Y
768;N
69;Y
497;N
209;N
628;N
377;N
19;N
16;Y
331;Y
500;N
154;Y
446;N
495;N
134;N
131;N
658;N
262;N
169;Y
581;N
312;N
738;N
206;N
342;N
411;Y
487;N
119;Y
47;Y
593;N
14;N
12;N
479;N
660;N
521;N
381;N
155;N
726;Y
368;N
520;Y
198;Y
463;N
751;Y
118;N
315;Y
644;N
478;Y
637;N
373;Y
547;N
259;N
533;N
84;N
551;N
82;N
404;N
544;N
145;Y
181;N
261;Y
17;N
38;N
698;N
275;N
671;N
513;N
173;N
464;N
27;N
210;N
