Index;Flipped
89;Y
137;Y
230;N
24;Y
214;N
57;N
194;N
266;N
270;N
44;N
25;Y
213;N
229;N
58;N
101;N
11;Y
67;N
218;Y
166;N
148;N
151;Y
86;N
209;Y
221;N
125;N
36;Y
247;N
135;N
62;N
100;N
154;N
80;N
224;N
94;N
113;N
192;N
70;N
56;N
180;Y
123;N
246;N
13;N
69;N
133;N
82;N
144;N
244;Y
8;Y
10;N
226;N
18;N
182;N
81;N
110;N
188;N
178;Y
232;N
161;N
149;N
91;N
259;N
158;N
17;N
261;N
108;N
228;N
222;N
54;N
147;Y
146;N
12;N
167;N
249;Y
185;Y
171;N
210;N
207;N
199;N
16;N
5;N
139;N
242;Y
219;N
22;N
238;N
130;Y
200;N
60;Y
28;N
104;N
186;N
99;N
264;N
116;N
181;N
201;N
106;Y
240;N
127;N
250;Y
20;N
255;Y
183;N
97;N
159;Y
37;N
75;Y
256;N
169;N
205;N
136;N
190;N
27;N
231;N
76;N
15;N
124;N
165;N
142;N
4;N
50;Y
66;N
52;N
235;N
153;N
63;Y
84;N
29;N
191;N
23;N
61;N
119;N
19;N
204;N
267;Y
53;N
47;N
65;N
2;N
14;Y
211;N
168;N
45;N
30;N
143;N
140;N
177;Y
179;Y
263;N
160;Y
111;N
138;N
145;N
184;N
120;Y
268;N
121;N
141;Y
189;Y
85;N
105;N
32;N
248;N
92;N
215;N
208;N
251;N
187;N
239;N
9;N
212;N
38;N
227;N
35;N
233;N
131;N
68;Y
26;N
77;Y
152;N
31;N
107;N
128;Y
83;N
64;N
48;N
197;N
157;N
73;N
95;Y
40;N
112;N
33;N
245;N
109;N
260;N
198;Y
71;Y
173;N
237;Y
156;N
254;N
265;N
