Index;Flipped
30;N
131;Y
185;N
143;Y
35;N
11;N
223;N
168;N
152;N
144;N
179;N
27;Y
184;Y
137;Y
269;N
129;N
88;N
158;N
99;N
114;N
251;N
17;N
264;N
270;N
38;N
258;N
208;N
59;N
153;N
183;N
69;N
8;N
55;N
167;N
148;N
92;Y
1;N
109;Y
57;N
255;Y
29;N
243;Y
177;N
230;N
126;N
205;N
265;N
67;N
246;N
218;Y
236;N
49;N
50;N
93;N
98;N
72;N
199;N
63;N
256;N
165;N
122;N
115;N
171;N
33;N
90;N
74;N
161;N
9;N
60;Y
97;N
125;N
91;N
111;N
197;N
244;N
101;N
61;Y
160;N
237;Y
263;N
260;Y
193;N
234;N
239;N
65;N
16;Y
24;N
6;N
83;N
51;Y
229;N
250;Y
96;N
53;N
156;N
252;N
187;Y
214;Y
257;N
42;N
106;N
266;N
222;N
204;N
216;Y
128;N
138;N
188;Y
40;N
191;N
84;N
47;Y
31;N
211;N
198;N
259;N
15;N
10;Y
120;N
41;N
215;N
7;N
174;N
147;N
76;N
228;N
154;N
107;Y
104;N
227;Y
186;Y
110;N
206;Y
141;N
245;N
163;N
192;N
123;N
52;N
45;N
268;N
105;N
23;N
217;N
127;N
43;N
66;Y
2;N
70;N
219;N
150;N
178;N
172;N
124;Y
77;N
209;Y
62;N
181;N
262;N
233;N
68;N
119;N
89;Y
21;N
182;N
139;N
26;N
95;Y
190;N
254;N
56;N
73;N
54;N
242;N
221;N
132;N
170;Y
34;N
5;Y
81;N
224;N
4;N
194;Y
78;N
180;N
151;N
173;N
175;N
32;N
203;N
44;N
212;N
118;N
200;N
103;N
176;N
100;N
102;N
112;N
231;Y
238;N
267;N
25;N
