Index;Flipped
669;N
144;Y
81;Y
501;N
21;Y
768;N
491;N
69;N
618;N
34;N
158;N
341;Y
281;N
298;N
224;N
261;Y
735;Y
408;N
178;N
640;N
425;Y
740;N
23;Y
751;Y
142;N
97;N
286;N
33;N
242;N
190;Y
482;Y
43;Y
442;Y
580;Y
451;N
738;N
416;N
474;N
652;N
104;N
150;N
609;N
47;N
386;N
147;N
680;N
692;N
328;Y
399;N
149;N
495;Y
519;N
170;Y
372;N
285;N
244;N
364;Y
753;N
354;N
621;Y
479;N
688;Y
83;N
331;N
571;Y
526;Y
348;N
507;Y
574;Y
173;N
309;N
392;N
535;N
325;N
610;N
447;N
490;N
502;Y
469;N
206;Y
540;Y
361;Y
13;N
17;N
487;N
246;N
515;N
63;N
303;N
687;N
289;N
732;N
379;N
41;Y
324;N
464;N
543;N
587;N
513;Y
128;N
130;Y
77;N
723;Y
401;N
744;N
538;N
100;N
696;N
704;N
82;N
124;N
591;N
349;N
645;Y
280;N
620;N
333;N
689;N
572;N
19;N
525;N
539;N
411;N
673;N
263;N
717;N
527;N
195;N
409;N
50;Y
634;N
131;Y
62;Y
53;N
616;N
213;Y
307;N
369;N
393;Y
44;Y
556;Y
200;Y
446;N
654;N
395;N
725;N
590;N
267;N
481;N
648;N
197;N
279;N
232;N
459;N
746;N
756;N
27;Y
169;N
553;Y
595;N
499;N
475;N
460;N
95;N
72;N
400;N
432;Y
332;N
657;N
340;N
734;Y
629;N
4;Y
420;Y
382;N
672;N
607;N
9;Y
264;N
68;N
380;N
129;N
630;N
32;N
225;N
3;Y
310;N
91;N
132;N
302;N
49;N
14;Y
214;N
265;Y
37;Y
102;N
185;N
428;N
570;N
412;N
583;Y
635;N
315;Y
243;N
510;Y
430;Y
10;N
60;N
559;N
483;N
143;N
40;N
152;N
274;N
254;N
468;N
250;N
662;N
365;Y
273;N
710;N
729;Y
51;N
270;Y
304;N
536;N
148;Y
623;Y
562;N
318;N
757;N
564;Y
461;N
357;Y
676;N
55;N
126;N
248;Y
271;Y
653;N
39;Y
71;N
754;N
375;Y
1;Y
314;N
697;Y
52;N
29;N
326;N
107;N
764;N
584;N
154;N
445;Y
16;N
291;N
733;N
638;N
418;N
137;Y
121;Y
576;Y
179;N
453;N
308;Y
493;N
551;Y
2;Y
300;N
417;N
643;N
42;N
641;N
752;N
606;N
299;N
439;N
191;N
171;Y
182;N
444;N
743;Y
11;N
713;N
698;N
222;Y
319;N
736;N
457;Y
5;N
649;N
741;N
558;Y
249;N
25;N
455;Y
89;N
120;Y
605;N
92;Y
449;N
311;Y
398;N
260;N
647;N
381;N
322;Y
512;N
347;N
614;N
397;N
505;N
509;Y
419;N
360;N
436;N
355;N
433;N
579;N
317;N
73;N
277;N
566;N
230;N
140;N
205;N
38;N
506;Y
511;N
339;N
632;N
15;N
471;N
427;Y
730;N
85;Y
677;N
695;N
294;N
58;Y
22;N
549;N
54;N
588;N
35;Y
534;N
108;N
155;Y
366;Y
292;N
404;N
334;N
390;Y
133;N
636;N
320;Y
480;N
141;N
305;N
517;N
631;N
403;N
234;N
415;N
601;N
728;Y
435;N
157;Y
350;N
718;N
338;N
448;Y
462;N
218;Y
136;N
61;Y
666;Y
296;N
94;Y
508;N
441;Y
275;Y
440;N
208;N
761;N
6;Y
529;N
75;Y
316;N
414;N
256;N
252;Y
362;N
682;N
203;N
297;N
48;N
66;Y
737;N
423;N
221;Y
530;N
323;N
561;Y
712;Y
290;Y
668;N
99;N
589;N
541;N
209;N
65;Y
215;N
533;N
701;N
111;N
373;N
731;N
622;N
452;N
396;Y
12;Y
473;N
759;N
186;N
56;N
708;N
255;N
691;N
721;N
679;N
183;N
187;N
156;N
276;Y
438;Y
176;N
219;N
497;N
537;Y
612;N
59;N
492;N
106;N
494;N
727;N
93;N
765;N
424;N
431;N
625;Y
36;N
79;N
301;N
151;Y
683;N
327;Y
650;Y
603;Y
87;N
175;Y
101;N
86;N
763;Y
604;N
342;N
202;N
750;N
192;N
24;N
694;Y
165;Y
210;N
194;N
138;N
134;N
520;N
139;Y
700;N
714;N
703;N
272;Y
321;Y
450;Y
223;Y
177;Y
465;Y
114;Y
352;N
237;N
123;Y
389;N
665;N
172;Y
611;N
266;N
201;N
378;Y
690;N
344;N
235;N
488;N
90;N
125;N
581;N
716;Y
472;Y
463;N
336;N
521;N
383;N
644;N
524;N
454;N
642;N
153;Y
413;N
422;N
251;Y
557;Y
550;N
661;N
241;N
709;N
160;N
522;N
745;N
351;Y
681;N
343;N
678;N
368;N
555;N
164;N
109;N
702;Y
544;N
377;Y
98;N
145;Y
426;N
287;Y
262;N
726;N
582;N
568;Y
724;Y
660;Y
295;Y
659;N
421;N
719;N
593;N
166;Y
476;N
514;Y
456;Y
758;Y
288;N
548;N
70;Y
498;N
596;Y
388;Y
105;N
163;Y
504;N
269;N
96;N
127;Y
207;Y
467;N
477;N
766;N
518;N
