Index;Flipped
554;N
70;N
693;N
564;Y
147;Y
497;Y
106;N
184;N
193;N
714;N
374;N
174;Y
620;Y
99;N
633;N
367;N
491;N
718;N
521;N
353;N
190;N
594;Y
669;N
121;Y
535;N
611;N
503;N
625;N
215;Y
20;Y
378;N
664;N
158;N
638;N
88;N
498;N
218;Y
139;Y
332;N
387;N
196;Y
59;N
331;Y
489;N
369;Y
203;N
6;N
435;N
668;N
437;N
262;N
180;Y
571;N
214;N
666;N
658;N
377;N
227;N
586;Y
234;N
95;N
3;N
637;N
202;N
722;Y
426;N
499;N
709;N
1;N
480;N
495;Y
459;N
427;Y
674;N
740;N
436;N
635;N
114;N
245;N
689;N
601;N
259;Y
39;Y
297;N
518;N
135;N
323;Y
154;N
659;N
69;N
460;N
283;N
12;N
213;N
31;N
681;N
542;N
448;N
745;N
717;N
401;N
728;N
41;Y
446;Y
358;N
23;Y
748;N
651;N
189;N
645;N
36;Y
731;N
141;N
343;N
445;N
146;N
534;N
744;N
592;N
60;N
708;N
644;N
652;N
555;Y
360;Y
289;Y
394;N
704;N
736;N
183;N
298;N
40;N
347;N
292;N
590;Y
181;N
616;N
587;Y
208;N
100;N
455;N
549;N
78;N
684;N
735;Y
134;N
683;N
49;N
63;N
698;N
161;N
653;N
110;N
263;N
537;N
204;Y
582;N
553;Y
602;N
606;N
734;N
75;N
585;N
482;Y
273;N
159;N
284;Y
47;N
83;N
692;N
246;N
17;N
291;N
251;N
35;Y
87;N
685;N
415;N
741;N
656;N
333;N
589;N
264;N
520;N
372;Y
194;N
631;Y
481;N
623;Y
439;N
240;N
768;N
556;Y
375;N
597;N
767;N
67;N
570;N
715;N
354;N
763;N
257;Y
474;Y
316;N
454;N
646;Y
187;N
568;Y
109;N
314;N
456;Y
136;N
595;N
85;N
128;N
509;N
540;Y
260;N
478;Y
559;N
505;N
265;Y
32;N
409;N
405;N
421;N
636;N
326;N
137;Y
307;N
119;Y
675;N
705;N
359;N
384;N
14;N
584;N
648;Y
195;N
342;N
177;N
348;N
488;N
34;N
226;N
261;Y
695;N
621;Y
48;Y
209;N
760;N
490;N
173;N
670;N
172;Y
680;N
598;N
672;N
516;N
522;N
165;N
13;N
167;N
541;N
338;N
82;N
30;Y
201;N
2;N
643;N
657;N
253;N
299;Y
317;Y
77;N
624;N
124;Y
168;Y
330;N
707;N
104;N
690;N
725;N
732;N
267;N
25;Y
244;Y
737;N
539;Y
145;Y
191;N
363;N
383;N
619;N
216;N
212;N
76;N
312;N
721;N
325;Y
546;N
221;N
207;N
487;N
724;Y
438;Y
29;N
293;Y
309;N
679;N
465;N
453;N
519;N
322;N
44;Y
572;Y
431;N
320;N
336;N
138;N
5;N
224;N
16;Y
477;N
344;N
171;Y
663;N
368;N
563;N
319;N
649;N
716;Y
18;N
92;N
252;Y
219;N
532;Y
162;Y
235;Y
697;Y
667;N
678;N
461;N
296;Y
155;Y
222;N
432;N
255;N
720;N
647;N
117;N
404;N
475;N
425;N
687;N
588;N
379;N
533;N
739;Y
96;N
140;N
449;N
346;N
270;Y
442;Y
402;N
290;N
26;N
424;N
434;N
300;N
275;N
148;N
355;N
249;Y
634;N
303;Y
24;N
256;N
254;N
524;N
258;N
94;Y
581;N
544;N
512;N
269;N
671;N
21;N
609;N
116;N
414;N
286;N
694;N
105;N
591;N
236;N
73;N
192;Y
628;N
665;N
390;N
324;N
131;N
577;N
580;Y
156;Y
62;N
337;Y
150;N
450;Y
71;N
28;Y
329;N
466;Y
723;N
91;N
655;N
211;N
56;Y
464;N
515;N
111;N
429;N
176;Y
149;N
112;N
277;N
340;N
356;N
64;N
550;N
120;Y
406;N
755;Y
364;Y
304;N
361;Y
318;Y
8;N
500;N
61;Y
386;N
151;Y
472;Y
507;Y
408;N
496;N
395;N
197;N
523;Y
241;N
389;N
380;N
733;N
418;N
610;Y
381;N
53;Y
752;N
757;N
510;Y
352;N
334;N
266;N
701;N
371;N
710;N
362;N
463;Y
4;Y
46;N
200;N
229;N
613;N
10;Y
617;N
730;N
130;N
38;N
702;N
272;Y
451;N
45;N
72;N
98;Y
433;N
107;N
440;Y
295;Y
58;Y
238;N
310;N
514;N
467;N
279;Y
205;N
206;N
743;N
639;N
761;N
444;Y
231;N
52;N
640;N
391;Y
198;Y
79;N
239;N
531;N
629;N
673;N
247;N
186;Y
392;N
281;N
33;N
762;N
412;N
396;N
562;N
548;N
349;N
682;N
250;Y
142;N
366;N
583;Y
473;N
765;N
182;N
691;N
513;Y
129;N
170;Y
575;N
551;N
508;Y
750;N
759;N
526;Y
74;N
66;N
754;N
169;Y
315;N
15;N
642;N
479;N
569;N
143;N
93;N
416;N
302;N
228;Y
11;N
133;N
493;N
593;N
558;N
274;N
703;N
123;Y
237;N
751;N
641;N
80;Y
615;N
660;N
423;Y
400;N
447;N
55;N
462;Y
398;N
622;N
