Index;Flipped
296;N
455;Y
496;Y
382;N
247;Y
514;N
745;N
677;N
353;N
95;Y
190;Y
746;N
589;N
139;N
607;N
101;N
282;N
426;Y
86;N
117;N
45;N
581;N
157;N
552;N
486;N
246;N
606;N
294;N
706;N
53;N
66;Y
17;N
34;N
640;N
700;N
435;N
379;Y
654;N
184;N
625;Y
757;N
3;Y
685;N
175;N
358;Y
346;N
650;N
481;N
201;N
8;N
506;N
7;N
160;Y
567;N
632;N
174;N
393;Y
337;N
448;N
547;N
373;Y
563;Y
719;N
150;N
69;N
686;N
81;N
523;Y
739;Y
522;N
154;N
721;N
631;N
537;N
124;Y
159;N
466;Y
210;N
205;N
233;N
76;Y
165;N
608;Y
465;Y
394;N
434;N
766;N
370;Y
259;Y
343;N
145;Y
308;N
541;N
550;N
524;N
365;N
429;N
287;Y
238;N
355;N
468;Y
469;N
628;Y
398;N
549;N
72;N
666;N
212;N
265;Y
109;N
24;N
743;N
403;N
48;N
470;N
186;Y
652;N
21;N
153;N
137;N
61;Y
682;N
185;N
163;Y
367;Y
619;N
564;Y
183;Y
375;N
90;N
273;N
281;Y
197;N
647;N
424;N
621;Y
207;Y
36;N
74;N
544;N
658;Y
531;N
94;N
269;N
559;N
380;N
411;N
527;N
63;N
754;N
586;N
84;N
327;Y
551;Y
111;N
349;N
590;Y
709;N
152;N
599;N
478;N
390;Y
667;Y
595;N
504;N
120;N
475;N
326;N
659;N
542;N
673;N
67;Y
188;Y
187;N
123;N
106;N
458;N
28;Y
235;Y
82;N
696;N
731;N
446;N
147;Y
236;N
47;N
388;Y
452;N
420;N
629;N
181;N
107;N
633;N
591;N
620;N
517;N
22;N
366;N
491;Y
156;N
416;N
573;Y
134;Y
140;N
361;N
301;Y
611;N
616;N
558;N
592;N
755;Y
57;Y
323;N
268;N
32;N
49;N
588;N
683;N
96;N
195;Y
5;Y
99;Y
87;N
476;N
305;Y
711;N
415;N
198;N
698;N
257;Y
494;Y
421;N
80;N
71;N
100;N
419;N
352;N
644;N
1;N
474;Y
462;N
263;Y
13;Y
613;N
618;N
741;N
311;N
231;N
597;N
131;Y
135;N
10;N
447;N
689;N
409;N
453;N
753;Y
229;N
574;N
510;N
58;N
715;N
292;Y
204;N
460;N
338;N
459;Y
648;Y
519;N
554;Y
33;Y
671;N
328;Y
290;N
572;N
762;N
571;N
483;N
51;Y
144;N
168;N
653;N
410;N
708;N
716;N
146;Y
566;N
306;N
285;Y
288;N
430;N
457;N
324;N
553;N
729;N
272;Y
133;Y
180;Y
224;N
206;Y
412;N
505;Y
319;N
30;N
331;N
208;N
502;N
199;Y
674;N
396;N
399;N
4;Y
401;N
630;N
377;Y
675;N
35;N
354;Y
704;N
155;N
336;Y
693;N
172;N
720;N
112;N
734;N
200;N
751;Y
482;Y
742;N
166;N
756;N
149;N
661;N
736;N
615;N
279;Y
725;N
385;N
6;Y
103;N
122;Y
535;N
334;N
487;N
345;N
29;N
329;N
316;Y
245;N
668;N
501;N
261;Y
59;N
98;N
389;N
612;N
286;N
79;N
341;N
283;N
538;N
55;N
627;N
405;Y
624;Y
170;N
512;N
189;N
368;N
702;N
539;N
223;N
480;N
41;Y
258;Y
626;N
284;Y
384;N
270;N
62;Y
525;N
665;N
138;Y
763;Y
526;Y
40;Y
703;N
108;N
128;N
309;Y
463;Y
217;N
445;N
214;N
203;Y
364;Y
73;N
400;N
260;N
765;N
638;N
161;N
764;N
490;N
363;N
248;N
488;N
402;N
23;N
600;N
726;N
38;N
127;Y
730;N
119;N
444;Y
277;N
2;N
113;Y
374;Y
251;N
568;Y
428;N
162;N
548;N
85;Y
646;Y
761;N
601;N
299;Y
578;Y
302;N
407;Y
676;N
645;N
60;N
688;N
92;N
252;N
88;Y
473;N
639;N
713;N
471;N
663;N
16;N
114;N
707;N
768;N
339;N
173;N
622;Y
582;N
442;Y
584;N
209;N
164;Y
560;N
295;N
722;N
717;N
325;N
529;Y
414;N
383;Y
77;N
431;N
332;N
556;N
656;N
441;N
433;Y
391;N
37;Y
530;N
313;Y
271;N
718;N
126;Y
712;Y
515;N
404;N
408;N
97;N
660;N
484;N
121;N
738;N
413;N
681;N
241;N
216;N
18;N
699;N
303;N
641;N
690;N
454;Y
406;N
557;Y
262;N
225;N
221;Y
211;N
534;N
213;N
249;Y
614;N
467;N
623;Y
230;N
322;N
508;N
580;Y
320;N
669;N
432;N
418;N
9;N
15;Y
376;N
752;N
562;N
219;Y
513;N
723;N
65;N
662;Y
342;N
500;Y
609;N
347;Y
521;N
330;Y
577;N
39;N
12;N
143;N
310;N
511;Y
555;N
509;Y
546;N
602;N
437;N
576;N
679;N
179;Y
583;N
141;N
115;N
724;Y
227;N
634;N
672;N
540;Y
649;Y
253;Y
450;Y
191;N
344;N
533;N
176;N
264;N
461;N
116;N
110;N
532;N
760;N
275;N
42;N
386;Y
317;Y
579;N
102;N
